279, 2567
280, 8890
281, 2477
282, 5653
283, 9139
284, 425
285, 9904
286, 2922
287, 3312
288, 7332
289, 1813
290, 1118
291, 7810
292, 3661
293, 5541
294, 6445
295, 9605
296, 9847
297, 3874
298, 6197
299, 9358
300, 7301
301, 3033
302, 8305
303, 6454
304, 8928
305, 5178
306, 394
307, 1117
308, 102
309, 1956
310, 2592
311, 1450
312, 5074
313, 9329
314, 3923
315, 3623
316, 2840
317, 1697
318, 7620
319, 163
320, 1815
321, 6527
322, 1213
323, 9559
324, 5524
325, 5500
326, 634
327, 9749
328, 9022
329, 9226
330, 552
331, 8134
332, 9310
333, 7576
334, 1249
335, 6851
336, 6862
337, 1587
338, 328
339, 2746
340, 7656
341, 7462
342, 3153
343, 2614
344, 907
345, 2556
346, 4158
347, 3736
348, 3235
349, 4229
350, 619
351, 4206
352, 3461
353, 5019
354, 5683
355, 211
356, 1540
357, 8311
358, 2667
359, 9151
360, 2858
361, 343
362, 8289
363, 3210
364, 1662
365, 8029
366, 530
367, 8677
368, 1821
369, 2740
370, 1436
371, 7239
372, 5473
373, 2665
374, 3742
375, 9455
376, 4452
377, 8306
378, 4155
379, 626
380, 8127
381, 5389
382, 5648
383, 620
384, 1907
385, 5166
386, 7968
387, 671
388, 4742
389, 2058
390, 8262
391, 5241
392, 5662
393, 8462
394, 5763
395, 6424
396, 7849
397, 4063
398, 1987
399, 1372
400, 4270
401, 6430
402, 4062
403, 4286
404, 9674
405, 1321
406, 1435
407, 9538
408, 3768
409, 9723
410, 8754
411, 4924
412, 3934
413, 8355
414, 1581
415, 4115
416, 2523
417, 9976
418, 7513
419, 5988
420, 9513
421, 1201
422, 7126
423, 5078
424, 133
425, 736
426, 5412
427, 2806
428, 9814
429, 9692
430, 9974
431, 2104
432, 2578
433, 3615
434, 1218
435, 8071
436, 4042
437, 231
438, 5595
439, 2383
440, 1605
441, 8981
442, 3415
443, 696
444, 7309
445, 4655
446, 1931
447, 25
448, 8860
449, 1398
450, 4538
451, 725
452, 680
453, 4065
454, 7396
455, 4782
456, 161
457, 6413
458, 3117
459, 5322
460, 9576
461, 6469
462, 4464
463, 732
464, 4601
465, 5993
466, 8025
467, 9726
468, 1857
469, 32
470, 2774
471, 3326
472, 5167
473, 5669
474, 2376
475, 7691
476, 7053
477, 2786
478, 5759
479, 5613
480, 1029
481, 2274
482, 2021
483, 3262
484, 2198
485, 6626
486, 3773
487, 8235
488, 7272
489, 9662
490, 8895
491, 989
492, 4171
493, 3870
494, 5386
495, 2538
496, 5512
497, 3067
498, 188
499, 4382
500, 9124
501, 4889
502, 4343
503, 8722
504, 8443
505, 9416
506, 4050
507, 1853
508, 9228
509, 5961
510, 1537
511, 5201
512, 7559
513, 304
514, 7887
515, 6764
516, 6735
517, 3357
518, 3947
519, 8489
520, 3732
521, 2424
522, 7416
523, 8837
524, 4240
525, 5351
526, 2947
527, 5879
528, 9929
529, 5489
530, 5909
531, 1001
532, 6604
533, 4316
534, 746
535, 2436
536, 9849
537, 9283
538, 9607
539, 5249
540, 7284
541, 2088
542, 9341
543, 6356
544, 4069
545, 8207
546, 1595
547, 1950
548, 6379
549, 1227
550, 7394
551, 9380
552, 6758
553, 515
554, 3134
555, 6267
556, 8540
557, 6567
558, 9323
559, 7710
560, 3400
561, 5160
562, 1748
563, 448
564, 7062
565, 2109
566, 1090
567, 2133
568, 5956
569, 3025
570, 6683
571, 2821
572, 5350
573, 5246
574, 4174
575, 6980
576, 494
577, 1378
578, 483
579, 6653
580, 1742
581, 4235
582, 6839
583, 4429
584, 1141
585, 4968
586, 2848
587, 3319
588, 1246
589, 3741
590, 1747
591, 2747
592, 5357
593, 9167
594, 6102
595, 7609
596, 5438
597, 3074
598, 4109
599, 6310
600, 9753
601, 9833
602, 6039
603, 2341
604, 8100
605, 7420
606, 9648
607, 1053
608, 7140
609, 2913
610, 3989
611, 1994
612, 5293
613, 6198
614, 7059
615, 9006
616, 5982
617, 3293
618, 978
619, 9446
620, 5129
621, 2968
622, 7635
623, 5706
624, 7376
625, 727
626, 6089
627, 7475
628, 3287
629, 4765
630, 9223
631, 7449
632, 3019
633, 463
634, 2598
635, 7670
636, 5297
637, 7009
638, 3872
639, 788
640, 5948
641, 1403
642, 3050
643, 9250
644, 5418
645, 9026
646, 30
647, 7372
648, 9923
649, 9276
650, 5686
651, 3321
652, 6655
653, 7151
654, 7645
655, 2730
656, 4412
657, 196
658, 6004
659, 2750
660, 8467
661, 4275
662, 4942
663, 2580
664, 9024
665, 4628
666, 3962
667, 4025
668, 9293
669, 6631
670, 2285
671, 6753
672, 2003
673, 4616
674, 1529
675, 3579
676, 3926
677, 6733
678, 7955
679, 537
680, 2591
681, 3749
682, 3369
683, 6380
684, 8935
685, 9099
686, 2322
687, 1746
688, 5046
689, 3652
690, 6218
691, 1107
692, 3078
693, 4920
694, 3123
695, 1535
696, 9799
697, 4149
698, 4413
699, 7904
700, 7709
701, 5699
702, 3455
703, 8806
704, 5460
705, 2531
706, 1591
707, 1139
708, 9566
709, 9445
710, 7428
711, 1263
712, 4686
713, 711
714, 2845
715, 209
716, 6138
717, 4901
718, 6776
719, 9168
720, 3803
721, 9314
722, 8387
723, 8069
724, 8640
725, 6828
726, 9704
727, 2400
728, 2550
729, 7945
730, 3513
731, 5555
732, 4280
733, 3454
734, 1098
735, 3755
736, 9589
737, 6603
738, 6615
739, 9048
740, 9494
741, 4854
742, 4752
743, 9089
744, 5298
745, 4710
746, 5577
747, 3737
748, 936
749, 5934
750, 3568
751, 9201
752, 7992
753, 5537
754, 5634
755, 2785
756, 8058
757, 3908
758, 8087
759, 7286
760, 7497
761, 2744
762, 2247
763, 4052
764, 7262
765, 2631
766, 1852
767, 1520
768, 4256
769, 8595
770, 206
771, 3028
772, 9793
773, 7936
774, 4190
775, 217
776, 7760
777, 8534
778, 347
779, 9100
780, 23
781, 3451
782, 7995
783, 8647
784, 742
785, 1625
786, 3029
787, 7494
788, 9641
789, 7139
790, 5212
791, 2284
792, 9052
793, 298
794, 1667
795, 6541
796, 9055
797, 3408
798, 6782
799, 5381
800, 4026
801, 6994
802, 8336
803, 5234
804, 1741
805, 6534
806, 5134
807, 1480
808, 6153
809, 437
810, 2330
811, 3368
812, 8679
813, 7230
814, 6150
815, 7334
816, 7222
817, 4528
818, 3701
819, 3644
820, 4596
821, 7481
822, 9507
823, 4988
824, 6903
825, 7398
826, 184
827, 3571
828, 2304
829, 3100
830, 4377
831, 605
832, 6371
833, 9612
834, 3761
835, 5802
836, 6826
837, 4295
838, 8997
839, 6659
840, 7962
841, 4458
842, 4519
843, 4378
844, 8313
845, 8076
846, 2554
847, 8756
848, 326
849, 7344
850, 4246
851, 1564
852, 3170
853, 3559
854, 9878
855, 2654
856, 9017
857, 707
858, 2034
859, 3396
860, 4349
861, 4935
862, 8666
863, 7096
864, 3999
865, 9025
866, 2329
867, 5667
868, 6974
869, 4281
870, 1155
871, 2803
872, 6704
873, 4577
874, 1127
875, 7133
876, 8999
877, 2061
878, 1365
879, 349
880, 4502
881, 3433
882, 9349
883, 7978
884, 7702
885, 1778
886, 1527
887, 8177
888, 516
889, 835
890, 7972
891, 1482
892, 1555
893, 3847
894, 8228
895, 3351
896, 7734
897, 8266
898, 6052
899, 2475
900, 244
901, 5729
902, 4534
903, 9921
904, 3867
905, 2276
906, 7430
907, 6672
908, 8096
909, 6609
910, 2828
911, 9271
912, 7174
913, 4803
914, 1917
915, 2190
916, 5004
917, 140
918, 4657
919, 7340
920, 3435
921, 4751
922, 1381
923, 3593
924, 1761
925, 582
926, 9213
927, 418
928, 5983
929, 994
930, 2683
931, 2388
932, 117
933, 7499
934, 8153
935, 5657
936, 9950
937, 7245
938, 1686
939, 2888
940, 1422
941, 9404
942, 1617
943, 1407
944, 3861
945, 6063
946, 7207
947, 8992
948, 8147
949, 9444
950, 9727
951, 9565
952, 1737
953, 5723
954, 8321
955, 9698
956, 6187
957, 2327
958, 258
959, 3564
960, 8390
961, 1172
962, 3748
963, 5668
964, 4675
965, 5986
966, 4104
967, 7798
968, 1228
969, 5095
970, 1078
971, 9707
972, 5510
973, 7665
974, 6785
975, 8491
976, 9141
977, 5834
978, 3307
979, 8820
980, 3295
981, 6387
982, 2849
983, 1020
984, 2951
985, 6690
986, 6742
987, 7278
988, 5875
989, 9118
990, 8676
991, 4120
992, 1035
993, 8494
994, 2244
995, 942
996, 2147
997, 3791
998, 6881
999, 7941
1000, 2702
1001, 8742
1002, 2491
1003, 3488
1004, 2988
1005, 1683
1006, 9785
1007, 6314
1008, 557
1009, 6646
1010, 7828
1011, 2307
1012, 6210
1013, 9492
1014, 9452
1015, 1342
1016, 3191
1017, 5315
1018, 5655
1019, 4541
1020, 3835
1021, 5795
1022, 2905
1023, 2367
1024, 8368
1025, 1715
1026, 6266
1027, 832
1028, 4862
1029, 6374
1030, 2715
1031, 8876
1032, 4642
1033, 1797
1034, 7881
1035, 544
1036, 6512
1037, 5677
1038, 3998
1039, 1317
1040, 624
1041, 2718
1042, 1979
1043, 9757
1044, 637
1045, 2852
1046, 4130
1047, 8066
1048, 5530
1049, 1713
1050, 857
1051, 7429
1052, 8971
1053, 6391
1054, 3660
1055, 7840
1056, 4740
1057, 6656
1058, 4852
1059, 9350
1060, 5679
1061, 9407
1062, 4727
1063, 6522
1064, 2701
1065, 1034
1066, 786
1067, 539
1068, 8000
1069, 7159
1070, 9267
1071, 6363
1072, 7990
1073, 128
1074, 2224
1075, 6894
1076, 8075
1077, 4853
1078, 7051
1079, 7384
1080, 2349
1081, 9722
1082, 1046
1083, 3219
1084, 985
1085, 3360
1086, 7057
1087, 3597
1088, 2572
1089, 7402
1090, 995
1091, 384
1092, 4093
1093, 3066
1094, 2487
1095, 2677
1096, 6175
1097, 9901
1098, 9819
1099, 8204
1100, 8492
1101, 6842
1102, 7539
1103, 6256
1104, 3808
1105, 7826
1106, 6905
1107, 2800
1108, 3594
1109, 9469
1110, 2287
1111, 2155
1112, 5413
1113, 507
1114, 1512
1115, 2634
1116, 4962
1117, 6635
1118, 3096
1119, 3566
1120, 3792
1121, 4582
1122, 9646
1123, 5651
1124, 3730
1125, 7022
1126, 4006
1127, 2939
1128, 4257
1129, 6296
1130, 1911
1131, 5977
1132, 4781
1133, 2460
1134, 4708
1135, 168
1136, 327
1137, 5045
1138, 5951
1139, 4513
1140, 8165
1141, 8090
1142, 389
1143, 2605
1144, 1584
1145, 7225
1146, 7638
1147, 8816
1148, 2484
1149, 9574
1150, 1060
1151, 1054
1152, 4841
1153, 4618
1154, 6938
1155, 6989
1156, 9824
1157, 6716
1158, 7010
1159, 1573
1160, 2493
1161, 8897
1162, 6398
1163, 7581
1164, 9768
1165, 5369
1166, 1593
1167, 6548
1168, 2969
1169, 5336
1170, 7411
1171, 318
1172, 5722
1173, 613
1174, 7993
1175, 3238
1176, 7339
1177, 5734
1178, 3046
1179, 8439
1180, 8605
1181, 7237
1182, 64
1183, 9262
1184, 7851
1185, 9472
1186, 5397
1187, 7270
1188, 4253
1189, 5485
1190, 5098
1191, 4188
1192, 4815
1193, 4350
1194, 2636
1195, 364
1196, 38
1197, 8994
1198, 3549
1199, 2847
1200, 5618
1201, 9548
1202, 792
1203, 6759
1204, 8223
1205, 4839
1206, 9216
1207, 3528
1208, 1091
1209, 9841
1210, 7661
1211, 5974
1212, 1671
1213, 7352
1214, 5868
1215, 5197
1216, 6748
1217, 3491
1218, 6098
1219, 6798
1220, 8625
1221, 1285
1222, 4143
1223, 8200
1224, 7681
1225, 22
1226, 5750
1227, 6290
1228, 5698
1229, 5754
1230, 7101
1231, 2511
1232, 7543
1233, 7067
1234, 621
1235, 9615
1236, 6871
1237, 910
1238, 5666
1239, 9273
1240, 2576
1241, 8213
1242, 7815
1243, 2173
1244, 4059
1245, 1176
1246, 4559
1247, 2481
1248, 6464
1249, 5952
1250, 2214
1251, 9870
1252, 1032
1253, 5384
1254, 7136
1255, 2102
1256, 7176
1257, 205
1258, 5327
1259, 8088
1260, 4987
1261, 9202
1262, 5693
1263, 7242
1264, 8583
1265, 7780
1266, 2582
1267, 4426
1268, 8038
1269, 9860
1270, 4008
1271, 8348
1272, 7667
1273, 2187
1274, 1894
1275, 5032
1276, 5817
1277, 2362
1278, 9856
1279, 3197
1280, 1528
1281, 5878
1282, 2221
1283, 3784
1284, 2960
1285, 6013
1286, 2073
1287, 3798
1288, 795
1289, 9869
1290, 3331
1291, 3679
1292, 4187
1293, 7114
1294, 2645
1295, 9694
1296, 5376
1297, 5514
1298, 8476
1299, 3598
1300, 273
1301, 9107
1302, 3944
1303, 5379
1304, 8624
1305, 3584
1306, 2438
1307, 5251
1308, 2686
1309, 5498
1310, 5232
1311, 6339
1312, 3124
1313, 9243
1314, 1497
1315, 7098
1316, 9408
1317, 2428
1318, 8227
1319, 5650
1320, 6029
1321, 5317
1322, 1057
1323, 7951
1324, 9733
1325, 5778
1326, 1960
1327, 3403
1328, 8270
1329, 6863
1330, 9295
1331, 2033
1332, 5695
1333, 2644
1334, 1986
1335, 3671
1336, 2565
1337, 3481
1338, 9074
1339, 9762
1340, 9156
1341, 1370
1342, 8868
1343, 3020
1344, 8171
1345, 4303
1346, 612
1347, 285
1348, 1533
1349, 4390
1350, 739
1351, 8522
1352, 7921
1353, 8654
1354, 4663
1355, 3553
1356, 3658
1357, 2431
1358, 1330
1359, 758
1360, 4869
1361, 288
1362, 4643
1363, 9505
1364, 9586
1365, 3493
1366, 1500
1367, 201
1368, 4516
1369, 1268
1370, 3198
1371, 9236
1372, 7583
1373, 5170
1374, 8779
1375, 7491
1376, 6531
1377, 2024
1378, 6372
1379, 7313
1380, 5466
1381, 8751
1382, 1814
1383, 8826
1384, 9515
1385, 6610
1386, 529
1387, 969
1388, 116
1389, 9798
1390, 6448
1391, 2708
1392, 4955
1393, 2714
1394, 1168
1395, 2937
1396, 8855
1397, 2886
1398, 6020
1399, 5994
1400, 5726
1401, 1424
1402, 4806
1403, 5027
1404, 7305
1405, 3844
1406, 5118
1407, 8243
1408, 8894
1409, 3288
1410, 2466
1411, 921
1412, 391
1413, 8014
1414, 4994
1415, 3116
1416, 7621
1417, 7871
1418, 3520
1419, 9476
1420, 6208
1421, 4083
1422, 6042
1423, 5451
1424, 3208
1425, 6260
1426, 4619
1427, 4639
1428, 8694
1429, 2766
1430, 1704
1431, 1534
1432, 2091
1433, 2444
1434, 1464
1435, 2909
1436, 3178
1437, 5181
1438, 3504
1439, 6232
1440, 8949
1441, 6934
1442, 6178
1443, 3004
1444, 4927
1445, 7044
1446, 3463
1447, 421
1448, 9093
1449, 6109
1450, 1523
1451, 7366
1452, 3703
1453, 9053
1454, 8006
1455, 3372
1456, 9490
1457, 4043
1458, 7939
1459, 7300
1460, 5332
1461, 6600
1462, 3505
1463, 3933
1464, 647
1465, 9883
1466, 1166
1467, 7535
1468, 5445
1469, 6995
1470, 6037
1471, 6939
1472, 4690
1473, 1522
1474, 9665
1475, 1998
1476, 6104
1477, 3011
1478, 8848
1479, 8972
1480, 4092
1481, 5365
1482, 782
1483, 9735
1484, 1180
1485, 5370
1486, 9301
1487, 8253
1488, 5918
1489, 324
1490, 1935
1491, 836
1492, 5673
1493, 3187
1494, 4504
1495, 8842
1496, 2752
1497, 3869
1498, 7685
1499, 833
1500, 2563
1501, 8079
1502, 5664
1503, 3864
1504, 9173
1505, 2315
1506, 7832
1507, 3118
1508, 3023
1509, 1274
1510, 9418
1511, 9459
1512, 5263
1513, 5119
1514, 5944
1515, 592
1516, 6237
1517, 7461
1518, 5452
1519, 909
1520, 7965
1521, 7568
1522, 9634
1523, 3218
1524, 3284
1525, 1655
1526, 4108
1527, 8609
1528, 8048
1529, 6884
1530, 1044
1531, 7817
1532, 7582
1533, 7469
1534, 7074
1535, 4542
1536, 1536
1537, 7500
1538, 5854
1539, 7362
1540, 2892
1541, 2233
1542, 6217
1543, 3406
1544, 1373
1545, 1971
1546, 8135
1547, 7011
1548, 9281
1549, 4198
1550, 1839
1551, 1386
1552, 2105
1553, 279
1554, 5320
1555, 4167
1556, 3059
1557, 8573
1558, 749
1559, 5546
1560, 4957
1561, 8123
1562, 4578
1563, 8835
1564, 8838
1565, 1941
1566, 7056
1567, 5896
1568, 867
1569, 4453
1570, 6007
1571, 5860
1572, 3575
1573, 3115
1574, 9920
1575, 6166
1576, 571
1577, 4481
1578, 1677
1579, 3565
1580, 6091
1581, 2877
1582, 6697
1583, 656
1584, 9206
1585, 6504
1586, 4055
1587, 365
1588, 7746
1589, 692
1590, 6498
1591, 7842
1592, 142
1593, 59
1594, 743
1595, 9333
1596, 4734
1597, 436
1598, 4629
1599, 1663
1600, 5730
1601, 2235
1602, 1619
1603, 6816
1604, 7271
1605, 1954
1606, 7190
1607, 8047
1608, 9183
1609, 9346
1610, 4868
1611, 2587
1612, 2938
1613, 6556
1614, 4591
1615, 8969
1616, 982
1617, 250
1618, 1942
1619, 4757
1620, 7601
1621, 3816
1622, 9448
1623, 531
1624, 6378
1625, 3526
1626, 5689
1627, 6431
1628, 1763
1629, 5991
1630, 2616
1631, 6316
1632, 5966
1633, 49
1634, 3719
1635, 2290
1636, 5265
1637, 521
1638, 9354
1639, 6490
1640, 6220
1641, 6516
1642, 6488
1643, 811
1644, 3106
1645, 590
1646, 828
1647, 4051
1648, 9561
1649, 926
1650, 8910
1651, 6532
1652, 9732
1653, 8077
1654, 255
1655, 454
1656, 3275
1657, 2332
1658, 8777
1659, 2082
1660, 3121
1661, 6133
1662, 6389
1663, 8258
1664, 4430
1665, 8849
1666, 6673
1667, 5797
1668, 8314
1669, 5777
1670, 4259
1671, 1698
1672, 5321
1673, 1868
1674, 4764
1675, 1515
1676, 5744
1677, 70
1678, 5475
1679, 8074
1680, 7152
1681, 5346
1682, 4435
1683, 7361
1684, 5191
1685, 528
1686, 3268
1687, 8418
1688, 6849
1689, 1453
1690, 8184
1691, 4437
1692, 2763
1693, 8601
1694, 6426
1695, 3251
1696, 7473
1697, 7885
1698, 1355
1699, 3325
1700, 7466
1701, 3964
1702, 9434
1703, 2696
1704, 2522
1705, 2268
1706, 5808
1707, 3039
1708, 4518
1709, 6677
1710, 6608
1711, 5127
1712, 7566
1713, 4225
1714, 9815
1715, 7393
1716, 1672
1717, 5053
1718, 7573
1719, 8146
1720, 1736
1721, 8022
1722, 6616
1723, 6749
1724, 1192
1725, 7803
1726, 9747
1727, 3613
1728, 5816
1729, 4661
1730, 8151
1731, 248
1732, 6540
1733, 1347
1734, 1703
1735, 3833
1736, 386
1737, 9502
1738, 6476
1739, 8385
1740, 2660
1741, 5230
1742, 930
1743, 9721
1744, 3345
1745, 1514
1746, 8043
1747, 8372
1748, 2526
1749, 3079
1750, 2621
1751, 4828
1752, 4484
1753, 4787
1754, 8680
1755, 4931
1756, 7855
1757, 276
1758, 2210
1759, 9059
1760, 4219
1761, 3595
1762, 7170
1763, 3992
1764, 5104
1765, 401
1766, 5038
1767, 2030
1768, 2585
1769, 7536
1770, 3146
1771, 8700
1772, 8986
1773, 1927
1774, 9221
1775, 2040
1776, 9616
1777, 4572
1778, 2615
1779, 8615
1780, 4261
1781, 7107
1782, 8731
1783, 7766
1784, 4747
1785, 570
1786, 6780
1787, 9979
1788, 616
1789, 1096
1790, 8353
1791, 6179
1792, 705
1793, 6632
1794, 9993
1795, 8458
1796, 4952
1797, 9611
1798, 6060
1799, 4097
1800, 3877
1801, 9307
1802, 4466
1803, 6141
1804, 8011
1805, 1884
1806, 8008
1807, 8781
1808, 2893
1809, 9941
1810, 7922
1811, 6355
1812, 6368
1813, 6502
1814, 8653
1815, 6962
1816, 1848
1817, 709
1818, 7443
1819, 6806
1820, 240
1821, 4918
1822, 7721
1823, 8132
1824, 3901
1825, 4166
1826, 5358
1827, 6868
1828, 7807
1829, 551
1830, 426
1831, 7605
1832, 4627
1833, 6261
1834, 2320
1835, 6344
1836, 1636
1837, 7761
1838, 6235
1839, 2052
1840, 2042
1841, 5018
1842, 7982
1843, 8513
1844, 8598
1845, 3316
1846, 8143
1847, 8633
1848, 2907
1849, 7776
1850, 1771
1851, 7613
1852, 6249
1853, 9894
1854, 5898
1855, 6276
1856, 7863
1857, 1898
1858, 5843
1859, 2630
1860, 4151
1861, 9822
1862, 1307
1863, 3600
1864, 5682
1865, 2510
1866, 9842
1867, 5362
1868, 7679
1869, 4620
1870, 2340
1871, 392
1872, 5715
1873, 6699
1874, 6065
1875, 2609
1876, 2395
1877, 4038
1878, 9427
1879, 8782
1880, 594
1881, 1639
1882, 864
1883, 1343
1884, 892
1885, 7020
1886, 8604
1887, 9536
1888, 8366
1889, 6313
1890, 2856
1891, 4941
1892, 4879
1893, 7319
1894, 1679
1895, 8974
1896, 9501
1897, 8775
1898, 6680
1899, 9718
1900, 235
1901, 6406
1902, 9203
1903, 3394
1904, 8947
1905, 1525
1906, 2768
1907, 7113
1908, 4944
1909, 7989
1910, 2427
1911, 519
1912, 3945
1913, 3080
1914, 322
1915, 6533
1916, 7433
1917, 9782
1918, 3204
1919, 5449
1920, 7806
1921, 2850
1922, 8728
1923, 4656
1924, 9639
1925, 1730
1926, 1802
1927, 6393
1928, 9069
1929, 1243
1930, 631
1931, 6639
1932, 3907
1933, 379
1934, 5581
1935, 4548
1936, 7756
1937, 7723
1938, 3534
1939, 7311
1940, 57
1941, 5341
1942, 5923
1943, 8843
1944, 453
1945, 5574
1946, 627
1947, 5828
1948, 7094
1949, 8597
1950, 5615
1951, 6438
1952, 5684
1953, 7919
1954, 3245
1955, 1253
1956, 7662
1957, 3675
1958, 3376
1959, 294
1960, 856
1961, 9728
1962, 7266
1963, 3442
1964, 8672
1965, 3309
1966, 4222
1967, 6705
1968, 2278
1969, 2832
1970, 75
1971, 3987
1972, 6592
1973, 1883
1974, 300
1975, 7076
1976, 9951
1977, 4946
1978, 3391
1979, 5837
1980, 6417
1981, 3928
1982, 2135
1983, 1358
1984, 6435
1985, 2574
1986, 2804
1987, 4405
1988, 6282
1989, 4076
1990, 2121
1991, 3523
1992, 2579
1993, 1316
1994, 2923
1995, 1013
1996, 9037
1997, 4762
1998, 6113
1999, 2334
2000, 4179
2001, 5492
2002, 9019
2003, 6116
2004, 5444
2005, 9294
2006, 4332
2007, 3990
2008, 9702
2009, 6998
2010, 9147
2011, 2047
2012, 3530
2013, 6500
2014, 3244
2015, 3552
2016, 5957
2017, 726
2018, 8388
2019, 5770
2020, 338
2021, 9777
2022, 4692
2023, 6931
2024, 3068
2025, 7896
2026, 6087
2027, 2066
2028, 9884
2029, 8874
2030, 9240
2031, 8394
2032, 1983
2033, 561
2034, 7457
2035, 4641
2036, 4096
2037, 6176
2038, 7602
2039, 1517
2040, 1146
2041, 3480
2042, 1366
2043, 8057
2044, 6207
2045, 6382
2046, 4337
2047, 2502
2048, 8220
2049, 1729
2050, 4101
2051, 4688
2052, 6120
2053, 6255
2054, 6107
2055, 6121
2056, 3956
2057, 7812
2058, 9070
2059, 8951
2060, 2336
2061, 9588
2062, 8902
2063, 4910
2064, 6099
2065, 4499
2066, 323
2067, 4234
2068, 9138
2069, 2724
2070, 8199
2071, 9980
2072, 8324
2073, 2801
2074, 1295
2075, 1167
2076, 5236
2077, 7150
2078, 9944
2079, 1025
2080, 1463
2081, 5208
2082, 1473
2083, 2232
2084, 8516
2085, 1701
2086, 8431
2087, 6983
2088, 3604
2089, 6493
2090, 9330
2091, 1624
2092, 5328
2093, 5789
2094, 6692
2095, 2144
2096, 681
2097, 1766
2098, 9101
2099, 7731
2100, 5156
2101, 937
2102, 3635
2103, 5273
2104, 2143
2105, 2980
2106, 61
2107, 6152
2108, 2736
2109, 625
2110, 419
2111, 3684
2112, 2699
2113, 5632
2114, 7383
2115, 4648
2116, 8017
2117, 8104
2118, 8231
2119, 6461
2120, 2842
2121, 7106
2122, 1023
2123, 6061
2124, 1798
2125, 5582
2126, 2249
2127, 9461
2128, 665
2129, 8529
2130, 1835
2131, 575
2132, 5292
2133, 8497
2134, 5354
2135, 6057
2136, 987
2137, 8769
2138, 460
2139, 9495
2140, 2555
2141, 6457
2142, 2031
2143, 286
2144, 9241
2145, 6095
2146, 3688
2147, 3510
2148, 2445
2149, 9172
2150, 4614
2151, 6127
2152, 169
2153, 8035
2154, 6750
2155, 8900
2156, 9508
2157, 2689
2158, 8608
2159, 340
2160, 5179
2161, 8102
2162, 2822
2163, 3051
2164, 6951
2165, 7123
2166, 1968
2167, 5025
2168, 1896
2169, 434
2170, 9227
2171, 8260
2172, 9839
2173, 2252
